Provincia,Partido,,,Otros,"0,256 mbps",,,"0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,,,2 mbps,"2,2 mbps",,,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",,,"6,4 mbps",7 mbps,,,9 mbps,10 mbps,,12 mbps,13 mbps,14 mbps,,16 mbps,17 mbps,18 mbps,,20 mbps,21 mbps,,23 mbps,24 mbps,25 mbps,,"25,11 mbps","25,5 mbps",26 mbps,,31 mbps,32 mbps,,35 mbps,36 mbps,38 mbps,,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,,58 mbps,59 mbps,60 mbps,,62 mbps,64 mbps,,66 mbps,70 mbps,75 mbps,,80 mbps,82 mbps,83 mbps,,90 mbps,92 mbps,,100 mbps
BUENOS AIRES,Campana,,6126020,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Campana,6126030,,,,1,,,,166,,,2,,,,,,,,,,,,,,,"1,102",,,,,,,,11,,,,,,,336,,,,,,,,,,,,,,,,,,"11,573",,,,"1,495",,,,,,,366,,,,,,,,,"9,993"
BUENOS AIRES,Campana,Chacras Del Río Luján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Campana,,6126040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
BUENOS AIRES,,Alejandro Petión,6134010,2,,,,,,16,,,,,,,,,106,,,,,,,,36,,40,,,,,48,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,287
BUENOS AIRES,,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,,6134020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,,,2,,,,1,,,,,,,,,1,,,,,2,,,,,310,,,,101,,,611,,,,,"1,431",,,,,124,,,,,18,,,,,,,,,,,,,"3,388",,,,24,,,,,,,7,,,,,,,,,"2,097"
,,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,,6134050,1,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,1,,,,,9,,,,,,,,,,,,,,,,,,37,,,,861,,,,,,,219,,,,,,,,,756
BUENOS AIRES,,Santa Rosa,6134060,,,,2,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Uribelarrea,6134070,,,,,,,,333,,,,,,11,,,,,,,,,,4,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,,6134080,,,,,,,7,,,,,,,,,55,,,,,,,,29,,25,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,,,,,,,,,,,,,,,,90,,20,,,,,,,,,,328,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,"2,832",,,,,,,,,,,,,,,,,,,,358
,,La Luisa,6140020,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlos Casares,Cadret,6147020,,,,,,,,,,,,,,,,,,,,18,,,,19,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,,,,,,,,,5,65,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692
BUENOS AIRES,Carlos Casares,,6147060,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,,,,20,,,,19,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,,,,,,,,,,,,,,,,124,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Santo Tomás,6147095,,,,,,,,1,,,,,,,,,,,,17,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,,6147100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Carlos Tejedor,6154010,1,,,,,,,,,,210,,,403,,,,,9,153,,,,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Colonia Seré,6154020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Carmen de Areco,6161010,,,,,,,,,,,,,,903,,46,,,,,,,,109,,,,,,,232,,,,,1,,,,,44,,,,,2,,,,,,,,,,,,,"1,297",,,,,,,,,,,,,3,,,,,,,322
BUENOS AIRES,Carmen de Areco,,6161020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,,,,,,,,,,,,,,,,62,,,,,621,,,95,,21,,193,,104,,,240,,,,,,,,,,662,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Centro Guerrero,,,,,,,,,,,,,,,4,,,,,19,,,,,,,,,,,,5,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Castilla,6210010,,,,,,,,,,,,,,44,,,,,8,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,,,,,,,,,23,,,,,,,1,,,,,7,2,,,,353,,66,,190,,,344,,,,,6,,,,,306,,,,,19,,,,,,,,,,,,,"5,469",,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,,,,,,,,,,,,,,,,112,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Rawson,6210050,,,,,,,,2,,,131,,,,,,266,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chascomús,Barrio San Cayetano,6217020,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Chascomús,,,,,,,,32,,,,,,,726,,,,,457,2,,,,732,,,,119,,,847,,,,,486,,,,,181,,,,,6,,,,,,,,,,,,,"4,147",,,,,,,,,,,,,,,,,,,,
,,Manuel J. Cobo  (Est. Lezama),6217020,,,,,,,,,,2,,,,"1,492",,,,,146,130,,,,12,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,,,3,1,,,1,,33,,,,906,,,,,980,,,,,,"1,352",,,,32,,,,,,,,5,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,294"
,Chivilcoy,Gorostiaga,6224030,,,,,,,,,,,55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,La Rica,,,,,,,,,,,,,,,4,,,,,,11,,27,,8,,10,,3,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,,6224050,,,,,,,,,,,,,,,,,,,,316,,,,3,,,,1,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ramón Biaus,6224060,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,San Sebastián,6224070,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,,,"2,414",,,,,,,,,,,,,"1,328",,,,,2,960,,,,257,,,,46,,,711,,,,,5,,,,,35,,,,,107,,,,,,,,,,,,,"1,083",,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,Pearson,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colón,Sarasa,6175040,,,,,,,,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,,,,,,,,,,15,,,6,,,9,,,,,11,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Balneario Pehuen Co,6182020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pago Chico,6182025,,,,,,,,,,,,,,10,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,,6182030,,,,6,,,80,1,,,,,,,,409,,,,,,,,,,36,,,,,,,,8,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,546"
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coronel Dorrego,Balneario Marisol,6189020,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,16,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coronel Dorrego,Coronel Dorrego,6189030,,,,,,,,,,,,,,1,,21,,,,10,,,,114,,,,33,,,158,,,,,2,,,,,52,,,,,2,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,,,2,,,,,,,,,,17,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Coronel Pringles  (Est. Pringles),6196010,6,,,,,,,,,,,,,,,,,,,"1,679",,,,335,,143,,26,,,380,,,,,11,,,,,,,,,,7,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Pringles,Indio Rico,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coronel Suárez,Coronel Suárez,6203020,,,,,,,13,,,,,,,,,160,,,,,,,,,,17,,,,,298,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466
BUENOS AIRES,Coronel Suárez,,6203050,,,,,,,,,,,41,,,,,,,,,,,,,,,8,,,,,,,,,,"1,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pasman,6203060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coronel Suárez,San José,6203070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,80,,,,,1,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,6
BUENOS AIRES,Coronel Suárez,Santa María,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,Coronel Suárez,Santa Trinidad,,1,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,,,,,,69,,,,,3,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,7
,Coronel Suárez,Villa La Arcadia,6203100,,,,,,,,,,,,,,,,,,,,,,,,92,,,,6,,,47,,,,,6,,,,,,,,,,22,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
,,Daireaux,6231030,,,,,,,,,,,,,,,,42,244,,,,,,,396,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Daireaux,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dolores,Dolores,6238010,,,,,,,21,68,,,,,,175,,339,,,53,,,,,,,"1,385",,150,,,,,,,,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953
BUENOS AIRES,Dolores,Sevigne,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ensenada,,,13,,,,,,,428,,,,,,"1,473",,486,35,,2,282,,,,530,,,2,55,,,504,,,110,,46,,,,,274,,,,,"1,646",,,,,,,,,,,,,"4,372",,,,"1,093",,,,,,,73,,,,,,,,,"4,450"
,,Villa Catela,6245010,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Belen de Escobar,6252010,43,,,21,1,,9,167,,,261,,,,,23,,,4,,,,,,,"2,881",,1,,,,,,10,,"8,497",,,,,153,,,,,,,,,,,,,,,,,,"5,111",,,,"1,456",,,,,,,405,,,,,,,,,"4,522"
BUENOS AIRES,Escobar,,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,"2,250",,,,,,,,,,,,,16,,,,352,,,,,,,,,,,,,,,,
BUENOS AIRES,Escobar,,6252010,"1,915",,,3,,,,108,,,,,,338,,2,,,9,506,,,,24,,,,44,,,17,,,,,276,,,,,60,,,,,"1,828",,,,,,,,77,,,,,"1,511",,,,"3,061",,,,,,,758,,,,,,,,,"3,311"
BUENOS AIRES,,Ingeniero Maschwitz,6252010,23,,,3,,,3,75,,,21,,,,,7,,,,,,,,,,495,1,,,,38,,,5,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,,,,,,,339,,,,,,,,,"1,859"
,,Loma Verde,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511
BUENOS AIRES,Escobar,Maquinista F. Savio (este),,1,,,,,,,,,,,,,18,,,,,7,143,,,,,,406,,3,,,30,,,,,44,,,,,26,,,,,13,,,,,,,,,,,,,416,,,,"1,271",,,,,,,,,,,,,,,,
BUENOS AIRES,,Matheu,6252010,2,,,2,,,,102,,,,,,116,,1,,,2,283,,,,12,,,,13,,,44,,,,,207,,,,,9,,,,,2,,,,,,,,,,,,,48,,,,968,,,,,,,,,,,,,,,,
BUENOS AIRES,Esteban Echeverría,,6260010,3,,,2,,,9,3,,,13,,,,,158,55,,,83,,,,52,,274,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,"1,283"
,,Canning,6260010,,,,,,,2,1,,,,,,,,2,,,,,,,,,,17,,,,,,,,30,,,,,,,51,,,,,,,,,,,,,,,,,,740,,,,255,,,,,,,96,,,,,,,,,"1,310"
BUENOS AIRES,Esteban Echeverría,,,2,,,,,,,,,,,,,,,,,,4,18,,,,,,,,,,,1,,,,,4,,,,,25,,,,,6,,,,,,,,,,,,,113,,,,"2,238",,,,,,,,,,,,,,,,
BUENOS AIRES,Esteban Echeverría,,6260010,3,,,2,,,,2,,,,,,,,,,,2,32,,,,1,,,,7,,,1,,,13,,,,,,,108,,,,,"1,773",,,,,,,,,,,,,"1,089",,,,"1,843",,,,,,,,,,,,,,,,
BUENOS AIRES,,Monte Grande,6260010,6,,,10,3,,19,17,,,55,,,,,76,127,,,132,,,,47,,945,,,,,87,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,915",,,,,,,,,"8,183"
BUENOS AIRES,,Zona Aeropuerto Internacional Ezeiza,6260010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,,6266010,,,,,,,,,,,,,,,,,,,,,,,,174,,,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),,1,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,238,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Los Cardales,6266040,,,,,,,2,,,,,,,,,,,,,,,,,,,"3,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
BUENOS AIRES,Exaltación de la Cruz,,6266050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Parada Robles - Pavón,6266060,4,,,,,,,,,,,,,,,,,,,,,,,"2,268",,,,98,,,273,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Aeropuerto Internacional Ezeiza,6270010,1,,,2,1,,,,,,,,,12,,,,,,32,,,,32,,,,,,,43,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BUENOS AIRES,Ezeiza,,6270010,51,,,,,,10,,,,,,,,,37,,,,,,,,,,49,,,,,,,,1,,,,,,,,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,373
BUENOS AIRES,Ezeiza,Carlos Spegazzini,,12,,,,,,4,,,,,,,,,20,,,4,,,,,,,415,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,535,,,,,,,,,"1,065"
,,José Maria Ezeiza,6270010,,,,4,,,13,,,,,,,,,,,,33,2,,,,176,,703,,2,,,122,,,,,2,,,,,88,,,,,"4,998",,,,,,,,,,,,,"1,185",,,,"3,696",,,,,,,,,,,,,,,,
,Ezeiza,La Unión,6270010,,,,3,,,,,,,,,,,,4,,,5,456,,,,15,,,,,,,90,,,4,,176,,,,,43,,,,,6,,,,,,,,,,,,,226,,,,"3,446",,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,,6270010,4,,,,,,6,,,,,,,1,,207,,,,,,,,,,855,,,,,,,,8,,,,,,,60,,,,,,,,,,,,,,,,,,905,,,,"3,798",,,,,,,738,,,,,,,,,"2,255"
BUENOS AIRES,,Bosques,6274010,,,,,,,,,,,,,,2,,,,,2,132,,,,13,,,,,,,9,,,,,90,,,,,37,,,,,"2,654",,,,,,,,,,,,,256,,,,"3,477",,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,,,1,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,2,,,,,1,,,,,12,,,,,"2,266",,,,,,,,,,,,,884,,,,969,,,,,,,298,,,,,,,,,"1,223"
,Florencio Varela,Florencio Varela,6274010,,,,134,,,58,611,,,131,,,,,92,145,,,265,,,,98,,"1,179",,,,,,,,,,,,,,,,,,,,"18,276",,,,,,,,,,,,,,,,,,,,,,,,"1,505",,,,,,,,,"6,784"
BUENOS AIRES,Florencio Varela,,6274010,,,,,,,3,,,,,,,,,8,,,1,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,,,,,,,,"2,089"
BUENOS AIRES,,Ingeniero Juan Allan,6274010,,,,,,,,,,,,,,,,,,,"2,510",,,,,,,148,,,,,,,,,,,,,,,17,,,,,908,,,,,,,,,,,,,34,,,,"2,934",,,,,,,,,,,,,,,,
,,La Capilla,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,la rotonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,53,,,,,,,11,,,,,,,,,143
,,Villa San Luis,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,166,,,,,,,,,,,,,,,,
BUENOS AIRES,,Villa Santa Rosa,6274010,,,,,,,,,,,,,,,,5,,,1,,,,,7,,,,,,,18,,,,,,,,,,10,,,,,226,,,,,,,,,,,,,10,,,,"1,638",,,,,,,359,,,,,,,,,774
BUENOS AIRES,Florencio Varela,,6274010,,,,,,,,,,,,,,,,3,,,,38,,,,4,,177,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,"1,564"
,Florentino Ameghino,Blaquier,6277010,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florentino Ameghino,,,1,,,,,,,,,,61,,,,,,,,,31,,,,158,,65,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florentino Ameghino,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Centinela Del Mar,6280005,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Comandante Nicanor Otamendi,6280010,,,,1,,,,209,,,338,,,76,,,,,307,,,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,,6280020,,,,,,,,,,,30,,,28,,,,,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,,6280030,256,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Miramar,6280040,,,,1,,,70,68,,,181,,,,,"1,064",77,,,220,,2,,"2,053",,207,,,,,"1,843",,,5,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379
,General Alvear,General Alvear,6287010,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Arenales,,,1,,,,,,,,,,,,,159,,,,,148,162,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,Ascensión,6294020,,,,,,,,,,,,,,295,,,,,210,139,,,,"1,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Arenales,,6294040,,,,,,,,45,,,,,,,,,107,,,,,59,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,General Arenales,6294050,,,,,,,,,,,,,,927,,,152,,232,,,3,,,44,4,,,,,,,,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Arenales,La Angelita,,,,,,,,,,,,67,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Arenales,,6294070,,,,,,,,,,,,,,55,,,36,,,18,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,,General Belgrano,6301010,1,,,1,,,7,,,,17,,,,,111,130,,,,,,,,,669,,,6,,,,,,,,,,3,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
